User_ID,Products,Conversion_rate,Conversion_path,Conversion_value,Device,Traffic_source
78f70c64-2a74-464c-8c88-204d8abeda19,Silk Scarf,9.165,https://Yourclothingbrand.com/store/scarves,123.72,Desktop,Paid Advertising
74f564a5-010a-469c-baf4-f0c9ebdb7a91,Maxi Dress,5.9286,https://Yourclothingbrand.com/store/dresses,156.75,Mobile,Organic Search
f74cb583-fa3a-47c6-86e8-067da5b44782,New Arrivals,13.4316,https://Yourclothingbrand.com/home,196.06,Desktop,Organic Search
ee1f1208-c4cd-448e-9e15-82c119ebd5de,Dainty Jewelry,5.3265,https://Yourclothingbrand.com/store/jewelry,62.45,Desktop,Social Media
14d566a4-070d-4354-9535-7e8b6ede7fa0,Yoga Activewear,6.1272,https://Yourclothingbrand.com/store/activewear,126.27,Mobile,Organic Search
297c16c1-d687-4f73-96f5-c97b37715cf4,Fedora Hat,9.6408,https://Yourclothingbrand.com/store/hats,122.42,Desktop,Organic Search
74e98bf5-6899-427a-b9e3-6649d4951fd4,Graphic T-Shirt,6.292999999999999,https://Yourclothingbrand.com/store/t-shirts,161.01,Desktop,Paid Advertising
53a96056-1d28-4405-b6ae-c3e694abc02c,New Arrivals,10.6155,https://Yourclothingbrand.com/home,127.99,Desktop,Organic Search
8397f6ec-2c9f-4e6b-92d3-3a42b240fb9f,Printed Scarf,9.5484,https://Yourclothingbrand.com/store/scarves,99.21,Desktop,Organic Search
6be4424a-51f5-449b-800c-6e2548165343,Yoga Activewear,15.0154,https://Yourclothingbrand.com/store/activewear,145.54,Desktop,Organic Search
77a5201d-5566-4483-88d4-093be7553d3e,Statement Jewelry,9.332799999999999,https://Yourclothingbrand.com/store/jewelry,192.64,Desktop,Organic Search
ce4771c1-c2ff-4097-a972-7cacf92d93f7,Stylish Jacket,16.744200000000003,https://Yourclothingbrand.com/store/jackets,62.2,Desktop,Organic Search
5e9b5741-7476-4587-96b0-6bac18160970,Cozy Sweater,4.5108,https://Yourclothingbrand.com/store/sweaters,93.1,Desktop,Paid Advertising
d0fe9869-238b-48e3-99b9-ea4389358b41,New Arrivals,8.792,https://Yourclothingbrand.com/home,160.65,Desktop,Organic Search
51219563-b540-454b-872a-d9ca43ff6ceb,Bomber Jacket,6.9894,https://Yourclothingbrand.com/store/jackets,91.35,Desktop,Paid Advertising
0d48a0c5-4e6c-40d6-a4b0-4ab26494232f,Chic Accessories,10.3936,https://Yourclothingbrand.com/store/accessories,172.48,Desktop,Paid Advertising
6c6f5d02-f2c7-46f4-a85c-1ab12dd72e63,Designer Wallet,11.0922,https://Yourclothingbrand.com/store/wallets,135.66,Desktop,Organic Search
899744a3-c606-4eba-b6da-e3b0a0cffc95,Running Activewear,5.4636000000000005,https://Yourclothingbrand.com/store/activewear,66.7,Desktop,Social Media
87923f8c-c622-4541-b159-5bb1da08bad8,Featured Products,7.0992,https://Yourclothingbrand.com/home,197.71,Desktop,Paid Advertising
e2f10eba-86c0-4f9b-9ce7-fc9eb88af156,Cozy Sweater,8.520199999999999,https://Yourclothingbrand.com/store/sweaters,165.49,Desktop,Paid Advertising
ca07c9c6-af82-441a-94aa-c7b10c530de5,Fashionable Outerwear,5.4708,https://Yourclothingbrand.com/store/outerwear,194.27,Mobile,Social Media
3a672b16-3caf-4ba9-b958-44b463c764aa,Leather Jacket,4.082400000000001,https://Yourclothingbrand.com/store/jackets,78.27,Mobile,Social Media
62e83418-60cf-452b-9900-2fe18756f10f,Basic T-Shirt,10.8,https://Yourclothingbrand.com/store/t-shirts,113.43,Desktop,Paid Advertising
6d1ff47a-8a2b-47da-8648-99c4a9656cb9,Cat-Eye Sunglasses,6.934200000000001,https://Yourclothingbrand.com/store/sunglasses,173.08,Desktop,Social Media
b6c4af51-6ad1-406c-80dd-5be281ae958f,Slim Wallet,7.939100000000001,https://Yourclothingbrand.com/store/wallets,185.3,Desktop,Paid Advertising
97a3bc8c-f994-4466-b7b4-922b66489d7c,Plaid Shirt,4.6457999999999995,https://Yourclothingbrand.com/store/shirts,159.17,Mobile,Paid Advertising
dbf072d2-1c9c-49e5-9fed-69b177746fac,Woolen Scarf,10.6862,https://Yourclothingbrand.com/store/scarves,162.17,Desktop,Paid Advertising
d76e5075-9201-4870-948e-7d148773d567,Denim Shorts,2.8141000000000003,https://Yourclothingbrand.com/store/shorts,84.7,Mobile,Social Media
06e65e07-533d-4c48-892d-8c0fe7b35618,Basic T-Shirt,1.9779999999999998,https://Yourclothingbrand.com/store/t-shirts,151.29,Mobile,Social Media
b9fee81d-11ca-49d6-82c3-dee42b2e4ebc,Patterned Socks,4.938899999999999,https://Yourclothingbrand.com/store/socks,162.88,Desktop,Social Media
22fae076-63b0-4c41-8fcf-a78b70dfb8c9,Fun Socks,5.0615,https://Yourclothingbrand.com/store/socks,182.01,Mobile,Paid Advertising
989fecd1-60bd-43aa-a03e-4e91fc73ab37,Chic Accessories,5.5104,https://Yourclothingbrand.com/store/accessories,154.52,Mobile,Social Media
de2e73d1-6d24-4672-9d7c-8c5b80ab9013,Skinny Jeans,1.2648,https://Yourclothingbrand.com/store/jeans,128.56,Mobile,Social Media
e21adae4-b054-4070-8809-3df6029f4ae2,Support Email,7.7197000000000005,https://Yourclothingbrand.com/contacts,71.6,Desktop,Paid Advertising
9a190301-96cf-4db8-b5e3-fd6693686a0e,Pleated Skirt,5.8158,https://Yourclothingbrand.com/store/skirts,142.83,Desktop,Social Media
f4ccbf69-cfdc-4077-8aad-8c0f3f96e6b2,Inquiry Form,5.1708,https://Yourclothingbrand.com/contacts,99.12,Desktop,Social Media
758cfa05-2925-4e0c-8761-c091aecef3c3,Classic Jeans,9.2516,https://Yourclothingbrand.com/store/jeans,83.74,Desktop,Paid Advertising
97143299-77b8-46f2-a73c-57b12a00df31,Special Offers,15.9588,https://Yourclothingbrand.com/home,111.96,Desktop,Organic Search
d726e476-750c-44d1-bba2-3166b282bab7,Cat-Eye Sunglasses,5.563199999999999,https://Yourclothingbrand.com/store/sunglasses,146.8,Mobile,Paid Advertising
dccbb984-47b0-464d-bca7-56b5bf32b233,Denim Shirt,10.4676,https://Yourclothingbrand.com/store/shirts,165.44,Desktop,Organic Search
955e1f32-a446-44c2-a1d8-e7c0e5ddf558,Meet the Team,6.016,https://Yourclothingbrand.com/about-us,79.91,Desktop,Social Media
2c1ede10-d29a-46fb-a09f-9ea9dc0701a2,Bohemian Accessories,4.4732,https://Yourclothingbrand.com/store/accessories,160.94,Mobile,Organic Search
258c930d-16fd-4897-9ee3-47b91b5bcf04,Slim Wallet,10.7457,https://Yourclothingbrand.com/store/wallets,134.76,Desktop,Organic Search
